"","Pools","Year","Max_RSYL","Max_AMAC","Max_Depth","Max_Length","Max_Width","Park","LatDD","LongDD","Freq","Mean.Lat","State","PDSI"
"5403","PWRC60A",2013,2,5,17,11,4.5,"PRR",39.07894444,-76.79755556,15,39.0692204392063,"MD","0.51"
"5404","PWRC60A",2014,0,74,20,14,4.9,"PRR",39.07894444,-76.79755556,15,39.0692204392063,"MD","0.51"
"5405","PWRC60A",2015,20,14,26,15,6.5,"PRR",39.07894444,-76.79755556,15,39.0692204392063,"MD","0.51"
"5406","PWRC60A",2016,7,10,27,11.5,5,"PRR",39.07894444,-76.79755556,15,39.0692204392063,"MD","0.51"
"5407","PWRC60A",2017,0,11,23,25.5,3.7,"PRR",39.07894444,-76.79755556,15,39.0692204392063,"MD","0.51"
"5408","PWRC60A",2018,0,17,18,10,6.2,"PRR",39.07894444,-76.79755556,15,39.0692204392063,"MD","0.51"
"5409","PWRC60B",2004,7,2,18,8,3.6,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5410","PWRC60B",2005,3,44,20,8,4.2,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5411","PWRC60B",2006,8,2,13,6.6,3,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5412","PWRC60B",2007,2,21,10,3.5,6.5,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5413","PWRC60B",2008,0,0,13,7,3.2,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5414","PWRC60B",2009,0,1,25,10,6.5,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5415","PWRC60B",2010,12,17,17,8.9,4.6,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5416","PWRC60B",2011,10,11,13,8.6,3.9,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5417","PWRC60B",2012,3,21,14,8.2,4.4,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5418","PWRC60B",2013,7,1,12,8,4.5,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5419","PWRC60B",2014,16,15,18,8.2,4.8,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5420","PWRC60B",2015,8,3,20,10,6.5,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5421","PWRC60B",2016,15,1,26,8,4.2,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5422","PWRC60B",2017,2,1,22,9.8,9.4,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5423","PWRC60B",2018,0,4,14,5,3,"PRR",39.07883333,-76.79777778,15,39.0692204392063,"MD","0.51"
"5364","PWRC60 I-1",2004,0,0,20,7.4,7.8,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5375","PWRC60 I-1",2005,NA,NA,NA,NA,NA,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5376","PWRC60 I-1",2006,NA,NA,NA,NA,NA,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5365","PWRC60 I-1",2007,0,0,14,5.9,4,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5377","PWRC60 I-1",2008,NA,NA,NA,NA,NA,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5366","PWRC60 I-1",2009,0,0,NA,NA,NA,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5367","PWRC60 I-1",2010,0,0,14,6.6,4.4,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5368","PWRC60 I-1",2011,0,0,11,18.4,9.8,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5369","PWRC60 I-1",2012,0,0,19,7.1,4.7,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5378","PWRC60 I-1",2013,NA,NA,NA,NA,NA,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5370","PWRC60 I-1",2014,0,0,17,6.8,3.3,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5371","PWRC60 I-1",2015,0,0,17,12,4,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5372","PWRC60 I-1",2016,0,0,18,5.5,3.3,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5373","PWRC60 I-1",2017,0,0,17,6.1,3.8,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5374","PWRC60 I-1",2018,0,0,16,12.5,4.5,"PRR",39.07780556,-76.79886111,11,39.0692204392063,"MD","0.51"
"5379","PWRC60 I-2",2004,4,5,19,11.8,3.1,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5393","PWRC60 I-2",2005,NA,NA,NA,NA,NA,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5380","PWRC60 I-2",2006,0,7,15,8.2,2.7,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5381","PWRC60 I-2",2007,0,15,13,9.3,3.2,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5382","PWRC60 I-2",2008,0,3,19,11.2,3,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5383","PWRC60 I-2",2009,0,0,18,9,3,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5384","PWRC60 I-2",2010,1,19,27,17.4,5.5,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5385","PWRC60 I-2",2011,0,8,10,11.1,4.1,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5386","PWRC60 I-2",2012,0,2,15,10,3.4,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5387","PWRC60 I-2",2013,0,0,18,10,3.5,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5388","PWRC60 I-2",2014,1,13,25,14.8,5,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5389","PWRC60 I-2",2015,4,0,25,16.5,5.5,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5390","PWRC60 I-2",2016,9,1,28,16.5,4.8,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5391","PWRC60 I-2",2017,0,0,31,15.8,5,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5392","PWRC60 I-2",2018,0,0,8,3,0.6,"PRR",39.07752778,-76.79869444,14,39.0692204392063,"MD","0.51"
"5093","PWRC2 I-3",2004,NA,NA,NA,NA,NA,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5079","PWRC2 I-3",2005,0,0,28,4.5,4,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5080","PWRC2 I-3",2006,0,0,24,5.5,4.2,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5081","PWRC2 I-3",2007,0,0,22,7.1,5.4,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5082","PWRC2 I-3",2008,0,0,24,6.5,5,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5083","PWRC2 I-3",2009,0,0,24,6.2,6,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5084","PWRC2 I-3",2010,1,1,42,9,6,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5085","PWRC2 I-3",2011,6,3,45,6.1,4.8,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5086","PWRC2 I-3",2012,0,4,47,6.9,5.6,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5087","PWRC2 I-3",2013,0,3,42,6,5.5,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5088","PWRC2 I-3",2014,0,12,40,6.8,4.8,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5089","PWRC2 I-3",2015,0,8,40,7,5.5,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5090","PWRC2 I-3",2016,1,9,45,5,4.2,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5091","PWRC2 I-3",2017,1,11,39,5.4,4.8,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5092","PWRC2 I-3",2018,14,10,41,6,3.25,"PRR",39.07606,-76.82203,14,39.0692204392063,"MD","0.51"
"5078","PWRC2 I-2",2004,NA,NA,NA,NA,NA,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5064","PWRC2 I-2",2005,47,0,31,23,14.5,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5065","PWRC2 I-2",2006,32,8,25,27.1,12.8,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5066","PWRC2 I-2",2007,1,3,29,22.2,9.2,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5067","PWRC2 I-2",2008,0,1,28,23,13.2,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5068","PWRC2 I-2",2009,18,5,31,25.5,21,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5069","PWRC2 I-2",2010,55,2,33,24.8,15,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5070","PWRC2 I-2",2011,500,5,25,25.4,12.4,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5071","PWRC2 I-2",2012,86,15,27,25,11,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5072","PWRC2 I-2",2013,36,19,32,24.5,10.5,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5073","PWRC2 I-2",2014,50,22,34,26.4,17,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5074","PWRC2 I-2",2015,249,22,36,26,17,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5075","PWRC2 I-2",2016,101,22,31,43.8,11.8,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5076","PWRC2 I-2",2017,39,50,32,24.4,12.8,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5077","PWRC2 I-2",2018,2,16,32,24.4,12.2,"PRR",39.07584,-76.82217,14,39.0692204392063,"MD","0.51"
"5063","PWRC2 I-1",2004,NA,NA,NA,NA,NA,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5049","PWRC2 I-1",2005,24,0,45,50.2,22.6,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5050","PWRC2 I-1",2006,323,7,57,40.6,28.2,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5051","PWRC2 I-1",2007,116,3,25,36,25,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5052","PWRC2 I-1",2008,16,3,55,48,26,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5053","PWRC2 I-1",2009,49,16,55,49.5,23.5,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5054","PWRC2 I-1",2010,113,7,46,52,17.4,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5055","PWRC2 I-1",2011,1000,2,40,79.4,18.8,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5056","PWRC2 I-1",2012,240,3,55,47,23.5,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5057","PWRC2 I-1",2013,90,11,51,47.5,22,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5058","PWRC2 I-1",2014,48,36,53,46.4,21.4,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5059","PWRC2 I-1",2015,315,42,50,48.4,23.5,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5060","PWRC2 I-1",2016,192,46,51,45.4,23.4,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5061","PWRC2 I-1",2017,80,78,52,61,25.4,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"5062","PWRC2 I-1",2018,217,50,55,51,24.8,"PRR",39.07562,-76.82246,14,39.0692204392063,"MD","0.51"
"4899","PWRC13 I-2",2004,0,0,29,5.5,3.7,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4900","PWRC13 I-2",2005,0,0,30,NA,NA,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4901","PWRC13 I-2",2006,0,0,17,17.5,5.7,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4902","PWRC13 I-2",2007,0,0,32,19.1,19.8,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4903","PWRC13 I-2",2008,0,0,40,28,6.1,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4904","PWRC13 I-2",2009,0,0,32,28,8,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4905","PWRC13 I-2",2010,0,0,37,29.5,11.5,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4906","PWRC13 I-2",2011,9,0,20,28,8.5,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4907","PWRC13 I-2",2012,0,1,36,29.5,6.8,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4908","PWRC13 I-2",2013,0,0,35,29.5,10.5,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4909","PWRC13 I-2",2014,4,14,34,31.5,10.8,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4910","PWRC13 I-2",2015,17,8,38,38,13,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4911","PWRC13 I-2",2016,4,11,33,30.4,10.8,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4912","PWRC13 I-2",2017,0,12,38,28,10.4,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"4913","PWRC13 I-2",2018,0,31,38,29.4,11.8,"PRR",39.07108333,-76.8195,15,39.0692204392063,"MD","0.51"
"5229","PWRC46 I-2",2004,17,27,40,19,13,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5243","PWRC46 I-2",2005,NA,NA,NA,NA,NA,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5230","PWRC46 I-2",2006,75,66,28,17.8,8.8,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5231","PWRC46 I-2",2007,7,35,35,23.1,17,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5232","PWRC46 I-2",2008,0,42,42,20.6,19.1,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5233","PWRC46 I-2",2009,0,16,57,28,22,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5234","PWRC46 I-2",2010,35,56,44,28,19,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5235","PWRC46 I-2",2011,43,24,40,20.5,18,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5236","PWRC46 I-2",2012,43,53,32,21,22,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5237","PWRC46 I-2",2013,9,17,60,27.8,25.3,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5238","PWRC46 I-2",2014,35,63,49,25.8,22.4,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5239","PWRC46 I-2",2015,112,39,56,27.8,22.8,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5240","PWRC46 I-2",2016,199,45,51,26.8,25.8,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5241","PWRC46 I-2",2017,46,20,58,27.4,22.4,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"5242","PWRC46 I-2",2018,36,73,42,19.8,14.8,"PRR",39.07105556,-76.8045,14,39.0692204392063,"MD","0.51"
"4929","PWRC13A",2004,0,0,15,10,3.5,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4930","PWRC13A",2005,2,4,15,9.6,4.8,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4943","PWRC13A",2006,NA,NA,NA,NA,NA,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4931","PWRC13A",2007,0,0,17,11.1,5.5,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4932","PWRC13A",2008,0,0,18,9.1,3.2,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4933","PWRC13A",2009,0,0,15,11.5,7.8,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4934","PWRC13A",2010,0,0,17,11.5,5,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4935","PWRC13A",2011,0,0,20,5.5,3.9,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4936","PWRC13A",2012,0,0,18,10.2,3.3,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4937","PWRC13A",2013,0,0,13,6.5,25,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4938","PWRC13A",2014,0,0,28,10.2,4,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4939","PWRC13A",2015,0,0,24,11.5,4.5,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4940","PWRC13A",2016,0,0,18,9.8,3,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4941","PWRC13A",2017,0,0,15,8,3.5,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"4942","PWRC13A",2018,0,0,13,5,3.8,"PRR",39.07061111,-76.81508333,14,39.0692204392063,"MD","0.51"
"5214","PWRC46 I-1",2004,275,36,63,21.5,19.4,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5228","PWRC46 I-1",2005,NA,NA,NA,NA,NA,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5215","PWRC46 I-1",2006,1178,22,52,16.1,15.8,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5216","PWRC46 I-1",2007,600,7,38,30.2,19.8,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5217","PWRC46 I-1",2008,73,40,56,26,22,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5218","PWRC46 I-1",2009,69,65,112,24.5,19,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5219","PWRC46 I-1",2010,350,52,50,25.5,25,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5220","PWRC46 I-1",2011,766,15,35,29,24,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5221","PWRC46 I-1",2012,500,53,56,24,23.5,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5222","PWRC46 I-1",2013,91,44,62,32.8,29.4,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5223","PWRC46 I-1",2014,241,129,69,26.4,23.4,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5224","PWRC46 I-1",2015,462,91,100,34.8,28.8,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5225","PWRC46 I-1",2016,534,95,77,24.8,21,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5226","PWRC46 I-1",2017,280,77,90,27.8,24.4,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"5227","PWRC46 I-1",2018,86,248,86,21.8,20.8,"PRR",39.07030556,-76.80555556,14,39.0692204392063,"MD","0.51"
"4884","PWRC13 I-1",2004,0,0,29,7,3.9,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4898","PWRC13 I-1",2005,NA,NA,NA,NA,NA,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4885","PWRC13 I-1",2006,0,0,29,4.1,6.5,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4886","PWRC13 I-1",2007,0,0,33,8,7.8,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4887","PWRC13 I-1",2008,0,0,30,7.6,5.9,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4888","PWRC13 I-1",2009,2,0,30,9,5.5,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4889","PWRC13 I-1",2010,0,0,19,6,4.5,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4890","PWRC13 I-1",2011,7,0,15,7.3,4.7,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4891","PWRC13 I-1",2012,0,0,18,6.2,4.7,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4892","PWRC13 I-1",2013,1,0,30,8,5.5,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4893","PWRC13 I-1",2014,6,0,21,5.9,4.5,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4894","PWRC13 I-1",2015,1,0,49,9.5,6,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4895","PWRC13 I-1",2016,3,0,32,8.8,6.4,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4896","PWRC13 I-1",2017,0,0,31,9.1,5,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4897","PWRC13 I-1",2018,0,0,29,26.4,5.2,"PRR",39.06877778,-76.81383333,14,39.0692204392063,"MD","0.51"
"4982","PWRC1I-1",2004,NA,NA,NA,NA,NA,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4983","PWRC1I-1",2005,NA,NA,NA,NA,NA,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4984","PWRC1I-1",2006,NA,NA,NA,NA,NA,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4985","PWRC1I-1",2007,NA,NA,NA,NA,NA,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4986","PWRC1I-1",2008,NA,NA,NA,NA,NA,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4987","PWRC1I-1",2009,NA,NA,NA,NA,NA,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4988","PWRC1I-1",2010,NA,NA,NA,NA,NA,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4974","PWRC1I-1",2011,129,0,35,39,37,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4975","PWRC1I-1",2012,51,0,40,44.5,260,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4976","PWRC1I-1",2013,114,0,59,43.5,34.5,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4977","PWRC1I-1",2014,95,0,58,41.6,39.2,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4978","PWRC1I-1",2015,592,0,61,45.2,44.2,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4979","PWRC1I-1",2016,300,0,59,40.8,32.8,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4980","PWRC1I-1",2017,75,1,100,37.4,37,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4981","PWRC1I-1",2018,9,0,61,42.4,23.8,"PRR",39.06854,-76.82264,8,39.0692204392063,"MD","-3.32"
"4997","PWRC1I-2",2004,NA,NA,NA,NA,NA,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"4998","PWRC1I-2",2005,NA,NA,NA,NA,NA,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"4999","PWRC1I-2",2006,NA,NA,NA,NA,NA,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"5000","PWRC1I-2",2007,NA,NA,NA,NA,NA,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"5001","PWRC1I-2",2008,NA,NA,NA,NA,NA,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"5002","PWRC1I-2",2009,NA,NA,NA,NA,NA,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"5003","PWRC1I-2",2010,NA,NA,NA,NA,NA,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"4989","PWRC1I-2",2011,11,0,30,12.5,9,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"4990","PWRC1I-2",2012,5,0,22,13.1,7.2,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"4991","PWRC1I-2",2013,15,0,29,10,7,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"4992","PWRC1I-2",2014,3,0,30,11.8,8.3,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"4993","PWRC1I-2",2015,2,1,33,12.5,10.5,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"4994","PWRC1I-2",2016,4,0,28,11.4,9.2,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"4995","PWRC1I-2",2017,1,0,28,11.8,8.8,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"4996","PWRC1I-2",2018,1,0,26,11.2,9.5,"PRR",39.06849,-76.82282,8,39.0692204392063,"MD","-3.32"
"5042","PWRC1I-5",2004,NA,NA,NA,NA,NA,"PRR",39.06843,-76.82278,8,39.0692204392063,"MD","-3.32"
"5043","PWRC1I-5",2005,NA,NA,NA,NA,NA,"PRR",39.06843,-76.82278,8,39.0692204392063,"MD","-3.32"
"5044","PWRC1I-5",2006,NA,NA,NA,NA,NA,"PRR",39.06843,-76.82278,8,39.0692204392063,"MD","-3.32"
"5045","PWRC1I-5",2007,NA,NA,NA,NA,NA,"PRR",39.06843,-76.82278,8,39.0692204392063,"MD","-3.32"
"5046","PWRC1I-5",2008,NA,NA,NA,NA,NA,"PRR",39.06843,-76.82278,8,39.0692204392063,"MD","-3.32"
"5047","PWRC1I-5",2009,NA,NA,NA,NA,NA,"PRR",39.06843,-76.82278,8,39.0692204392063,"MD","-3.32"
"5048","PWRC1I-5",2010,NA,NA,NA,NA,NA,"PRR",39.06843,-76.82278,8,39.0692204392063,"MD","-3.32"
"5034","PWRC1I-5",2011,4,0,25,12.5,6,"PRR",39.06843,-76.82278,8,39.0692204392063,"MD","-3.32"
"5035","PWRC1I-5",2012,0,0,20,16.5,5.1,"PRR",39.06843,-76.82278,8,39.0692204392063,"MD","-3.32"
"5036","PWRC1I-5",2013,12,0,20,12,8,"PRR",39.06843,-76.82278,8,39.0692204392063,"MD","-3.32"
